yeduc,p105,birthyr,birthprov,p509kab,weight,p607,classwk,wage,birthpl,lhwage,lwage,p504th,resid,n_inpres_schools,high_inpres,child_pop_71,en71,wsppc,dens71,treat1b,treat2b,dum,moldyed,java,urban,year,age74,old,young,reallyold,pool_old_birthyr,yeduc_hat,yeduc_hat_single_IV,_yeduc_hat_single_IV_no_loo,yeduc_hat_single_IV_no_loo,yeduc_hat_no_loo,yeduc_hat_no_loo_check
9,1,1951,13,5,142,71,4,200000,1305,6.5712829,12.206073,51,1471,1.3971272,0,160329,.17394868,.38028276,74.902199,0,0,100,7.1586971,0,0,1995,23,0,,1,0,10.359565,,,,10.35950162434414,10.35968233420473
6,1,1970,13,5,142,33,4,225000,1305,6.9122095,12.323855,70,1471,1.3971272,0,160329,.17394868,.38028276,74.902199,0,1,70,7.1586971,0,0,1995,4,0,1,0,1970,10.526633,10.430685,10.43069088753915,10.430691,10.53088071003975,10.53107231694209
2,2,1960,13,5,175,11,4,120000,1305,6.976748,11.695247,60,1305,1.3971272,0,160329,.17394868,.38028276,74.902199,1,0,100,7.1586971,0,0,1995,14,1,0,0,0,10.359886,10.180864,10.17924767321164,10.179248,10.35950162434414,10.35968233420473
17,1,1967,13,5,43,91,4,160000,1305,7.0412865,11.982929,67,1372,1.3971272,0,160329,.17394868,.38028276,74.902199,0,0,67,7.1586971,0,0,1995,7,0,,0,1967,10.37509,,,,10.36671483096835,10.3669115905974
15,1,1964,13,5,108,72,4,500000,1305,8.1525497,13.122363,64,3174,1.3971272,0,160329,.17394868,.38028276,74.902199,0,0,64,7.1586971,0,0,1995,10,0,,0,1964,10.245601,,,,10.23756352880491,10.23773059836065
12,2,1971,13,5,313,51,4,120001,1305,6.2836094,11.695255,71,3504,1.3971272,0,160329,.17394868,.38028276,74.902199,0,1,71,7.1586971,0,0,1995,3,0,1,0,1971,10.762235,10.431003,10.43069088753915,10.430691,10.75869407795394,10.75887771775549
6,2,1965,13,5,175,11,4,180000,1305,7.6698952,12.100712,65,1305,1.3971272,0,160329,.17394868,.38028276,74.902199,0,0,65,7.1586971,0,0,1995,9,0,,0,1965,10.434424,,,,10.43857303837728,10.4387554021572
17,1,1963,13,5,38,93,4,343000,1305,7.4879904,12.745485,63,1375,1.3971272,0,160329,.17394868,.38028276,74.902199,0,0,63,7.1586971,0,0,1995,11,0,,0,1963,10.070587,,,,10.06242209449092,10.06260758285928
6,2,1971,13,5,175,71,4,250000,1305,7.01757,12.429216,71,1305,1.3971272,0,160329,.17394868,.38028276,74.902199,0,1,71,7.1586971,0,0,1995,3,0,1,0,1971,10.753446,10.430692,10.43069088753915,10.430691,10.75869407795394,10.75887771775549
3,2,1950,13,5,143,95,4,100000,1305,6.3889613,11.512925,100,1306,1.3971272,0,160329,.17394868,.38028276,74.902199,0,0,100,7.1586971,0,0,1995,24,0,,1,0,10.359924,,,,10.35950162434414,10.35968233420473
6,2,1953,13,5,175,62,4,400000,1305,7.5616817,12.89922,53,1305,1.3971272,0,160329,.17394868,.38028276,74.902199,0,0,100,7.1586971,0,0,1995,21,0,,1,0,10.359756,,,,10.35950162434414,10.35968233420473
11,1,1958,13,5,125,91,4,356000,1305,7.5251908,12.782686,58,1203,1.3971272,0,160329,.17394868,.38028276,74.902199,1,0,100,7.1586971,0,0,1995,16,1,0,0,0,10.359515,10.179101,10.17924767321164,10.179248,10.35950162434414,10.35968233420473
12,2,1961,13,5,175,95,4,200000,1305,7.0821085,12.206073,61,1305,1.3971272,0,160329,.17394868,.38028276,74.902199,1,0,100,7.1586971,0,0,1995,13,1,0,0,0,10.35943,10.178887,10.17924767321164,10.179248,10.35950162434414,10.35968233420473
12,2,1972,13,5,175,11,4,200000,1305,6.9485774,12.206073,72,1305,1.3971272,0,160329,.17394868,.38028276,74.902199,0,1,72,7.1586971,0,0,1995,2,0,1,0,1972,10.655302,10.431167,10.43069088753915,10.430691,10.64897013019299,10.6491647466483
17,1,1963,13,5,108,81,4,650000,1305,8.3095541,13.384727,63,3174,1.3971272,0,160329,.17394868,.38028276,74.902199,0,0,63,7.1586971,0,0,1995,11,0,,0,1963,10.070587,,,,10.06242209449092,10.06260758285928
8,2,1955,13,5,256,15,4,75000,1305,5.4951434,11.225244,55,1471,1.3971272,0,160329,.17394868,.38028276,74.902199,0,0,100,7.1586971,0,0,1995,19,0,,1,0,10.359668,,,,10.35950162434414,10.35968233420473
2,2,1959,13,5,175,11,4,25000,1305,5.0514574,10.126631,59,1305,1.3971272,0,160329,.17394868,.38028276,74.902199,1,0,100,7.1586971,0,0,1995,15,1,0,0,0,10.359871,10.180847,10.17924767321164,10.179248,10.35950162434414,10.35968233420473
6,2,1965,13,5,18,71,4,215000,1305,6.6436038,12.278394,65,1372,1.3971272,0,160329,.17394868,.38028276,74.902199,0,0,65,7.1586971,0,0,1995,9,0,,0,1965,10.434424,,,,10.43857303837728,10.4387554021572
3,2,1955,13,5,134,12,4,120000,1305,6.9077554,11.695247,55,1504,1.3971272,0,160329,.17394868,.38028276,74.902199,0,0,100,7.1586971,0,0,1995,19,0,,1,0,10.359876,,,,10.35950162434414,10.35968233420473
6,1,1971,13,5,59,63,4,130000,1305,6.3636436,11.77529,71,1472,1.3971272,0,160329,.17394868,.38028276,74.902199,0,1,71,7.1586971,0,0,1995,3,0,1,0,1971,10.753446,10.430692,10.43069088753915,10.430691,10.75869407795394,10.75887771775549
9,1,1953,13,5,207,95,4,250000,1305,6.9485774,12.429216,53,1371,1.3971272,0,160329,.17394868,.38028276,74.902199,0,0,100,7.1586971,0,0,1995,21,0,,1,0,10.359609,,,,10.35950162434414,10.35968233420473
3,2,1952,13,5,175,11,4,165000,1305,6.7562056,12.0137,52,1305,1.3971272,0,160329,.17394868,.38028276,74.902199,0,0,100,7.1586971,0,0,1995,22,0,,1,0,10.359921,,,,10.35950162434414,10.35968233420473
12,1,1954,13,5,207,62,4,325000,1305,7.6417246,12.691581,54,1371,1.3971272,0,160329,.17394868,.38028276,74.902199,0,0,100,7.1586971,0,0,1995,20,0,,1,0,10.359443,,,,10.35950162434414,10.35968233420473
15,1,1955,13,5,221,91,4,355000,1305,7.5434313,12.779873,55,1308,1.3971272,0,160329,.17394868,.38028276,74.902199,0,0,100,7.1586971,0,0,1995,19,0,,1,0,10.359376,,,,10.35950162434414,10.35968233420473
12,2,1950,13,5,175,91,4,145000,1305,6.8346329,11.884489,100,1305,1.3971272,0,160329,.17394868,.38028276,74.902199,0,0,100,7.1586971,0,0,1995,24,0,,1,0,10.359487,,,,10.35950162434414,10.35968233420473
12,1,1950,13,5,207,71,4,400000,1305,7.9865651,12.89922,100,1371,1.3971272,0,160329,.17394868,.38028276,74.902199,0,0,100,7.1586971,0,0,1995,24,0,,1,0,10.359487,,,,10.35950162434414,10.35968233420473
1,2,1967,13,5,256,93,4,300000,1305,7.1998916,12.611538,67,1471,1.3971272,0,160329,.17394868,.38028276,74.902199,0,0,67,7.1586971,0,0,1995,7,0,,0,1967,10.353328,,,,10.36671483096835,10.3669115905974
12,2,1960,13,5,175,51,4,240000,1305,6.976748,12.388394,60,1305,1.3971272,0,160329,.17394868,.38028276,74.902199,1,0,100,7.1586971,0,0,1995,14,1,0,0,0,10.359436,10.17889,10.17924767321164,10.179248,10.35950162434414,10.35968233420473
12,1,1958,13,5,92,62,4,221000,1305,7.0484228,12.305918,58,1771,1.3971272,0,160329,.17394868,.38028276,74.902199,1,0,100,7.1586971,0,0,1995,16,1,0,0,0,10.359469,10.178903,10.17924767321164,10.179248,10.35950162434414,10.35968233420473
6,1,1958,13,5,142,51,4,360000,1305,7.1590695,12.793859,58,1471,1.3971272,0,160329,.17394868,.38028276,74.902199,1,0,100,7.1586971,0,0,1995,16,1,0,0,0,10.359746,10.18009,10.17924767321164,10.179248,10.35950162434414,10.35968233420473
12,2,1963,13,5,175,91,4,106500,1305,6.1642542,11.5759,63,1305,1.3971272,0,160329,.17394868,.38028276,74.902199,0,0,63,7.1586971,0,0,1995,11,0,,0,1963,10.064145,,,,10.06242209449092,10.06260758285928
12,1,1959,13,5,207,95,4,250000,1305,7.3052521,12.429216,59,1371,1.3971272,0,160329,.17394868,.38028276,74.902199,1,0,100,7.1586971,0,0,1995,15,1,0,0,0,10.359438,10.178893,10.17924767321164,10.179248,10.35950162434414,10.35968233420473
12,1,1956,13,5,207,91,4,200000,1305,7.130899,12.206073,56,1371,1.3971272,0,160329,.17394868,.38028276,74.902199,0,0,100,7.1586971,0,0,1995,18,0,,1,0,10.359471,,,,10.35950162434414,10.35968233420473
6,1,1967,13,5,38,62,4,150000,1305,7.5363641,11.91839,67,1375,1.3971272,0,160329,.17394868,.38028276,74.902199,0,0,67,7.1586971,0,0,1995,7,0,,0,1967,10.360128,,,,10.36671483096835,10.3669115905974
14,1,1956,13,5,38,91,4,273000,1305,7.4420533,12.517227,56,1375,1.3971272,0,160329,.17394868,.38028276,74.902199,0,0,100,7.1586971,0,0,1995,18,0,,1,0,10.35939,,,,10.35950162434414,10.35968233420473
9,1,1963,13,5,255,62,4,221000,1305,7.0909824,12.305918,63,1405,1.3971272,0,160329,.17394868,.38028276,74.902199,0,0,63,7.1586971,0,0,1995,11,0,,0,1963,10.060279,,,,10.06242209449092,10.06260758285928
6,2,1953,13,5,175,51,4,70000,1305,5.7446046,11.156251,53,1305,1.3971272,0,160329,.17394868,.38028276,74.902199,0,0,100,7.1586971,0,0,1995,21,0,,1,0,10.359756,,,,10.35950162434414,10.35968233420473
5,2,1970,13,5,175,71,4,260000,1305,7.2535009,12.468437,70,1305,1.3971272,0,160329,.17394868,.38028276,74.902199,0,1,70,7.1586971,0,0,1995,4,0,1,0,1970,10.525361,10.430601,10.43069088753915,10.430691,10.53088071003975,10.53107231694209
5,2,1960,13,5,175,11,4,130000,1305,6.7001157,11.77529,60,1305,1.3971272,0,160329,.17394868,.38028276,74.902199,1,0,100,7.1586971,0,0,1995,14,1,0,0,0,10.359751,10.180272,10.17924767321164,10.179248,10.35950162434414,10.35968233420473
3,1,1962,13,5,38,95,4,210000,1305,6.6490607,12.254863,62,1375,1.3971272,0,160329,.17394868,.38028276,74.902199,1,0,62,7.1586971,0,0,1995,12,1,0,0,1962,10.391651,10.180669,10.17924767321164,10.179248,10.4008229431814,10.40098676978427
12,1,1950,13,5,260,51,4,200000,1305,6.7944264,12.206073,100,1303,1.3971272,0,160329,.17394868,.38028276,74.902199,0,0,100,7.1586971,0,0,1995,24,0,,1,0,10.359487,,,,10.35950162434414,10.35968233420473
12,1,1956,13,5,109,38,4,465000,1305,7.7922974,13.049792,56,3172,1.3971272,0,160329,.17394868,.38028276,74.902199,0,0,100,7.1586971,0,0,1995,18,0,,1,0,10.359471,,,,10.35950162434414,10.35968233420473
6,1,1966,13,5,284,62,4,160700,1305,7.0456519,11.987294,66,1305,1.3971272,0,160329,.17394868,.38028276,74.902199,0,0,66,7.1586971,0,0,1995,8,0,,0,1966,10.360805,,,,10.36863518789727,10.3688160550715
12,1,1957,13,5,284,93,4,286000,1305,7.37079,12.563747,57,1305,1.3971272,0,160329,.17394868,.38028276,74.902199,1,0,100,7.1586971,0,0,1995,17,1,0,0,0,10.359462,10.178903,10.17924767321164,10.179248,10.35950162434414,10.35968233420473
9,2,1962,13,5,175,33,4,300000,1305,7.4875736,12.611538,62,1305,1.3971272,0,160329,.17394868,.38028276,74.902199,1,0,62,7.1586971,0,0,1995,12,1,0,0,1962,10.399151,10.17948,10.17924767321164,10.179248,10.4008229431814,10.40098676978427
17,2,1957,13,5,175,93,4,300000,1305,7.6417246,12.611538,57,1305,1.3971272,0,160329,.17394868,.38028276,74.902199,1,0,100,7.1586971,0,0,1995,17,1,0,0,0,10.359221,10.177915,10.17924767321164,10.179248,10.35950162434414,10.35968233420473
9,2,1960,13,5,175,91,4,240000,1305,7.130899,12.388394,60,1305,1.3971272,0,160329,.17394868,.38028276,74.902199,1,0,100,7.1586971,0,0,1995,14,1,0,0,0,10.359571,10.179482,10.17924767321164,10.179248,10.35950162434414,10.35968233420473
4,2,1968,13,5,175,71,4,75000,1305,5.4951434,11.225244,68,1305,1.3971272,0,160329,.17394868,.38028276,74.902199,0,1,68,7.1586971,0,0,1995,6,0,1,0,1968,10.633792,10.430429,10.43069088753915,10.430691,10.64149494509178,10.6418510295665
12,1,1963,13,5,255,22,4,300000,1305,7.3132205,12.611538,63,1405,1.3971272,0,160329,.17394868,.38028276,74.902199,0,0,63,7.1586971,0,0,1995,11,0,,0,1963,10.064145,,,,10.06242209449092,10.06260758285928
12,1,1966,13,5,132,71,4,170000,1305,6.6319075,12.043553,66,1209,1.3971272,0,160329,.17394868,.38028276,74.902199,0,0,66,7.1586971,0,0,1995,8,0,,0,1966,10.371022,,,,10.36863518789727,10.3688160550715
5,2,1970,13,5,175,11,4,180000,1305,6.8432169,12.100712,70,1305,1.3971272,0,160329,.17394868,.38028276,74.902199,0,1,70,7.1586971,0,0,1995,4,0,1,0,1970,10.525361,10.430601,10.43069088753915,10.430691,10.53088071003975,10.53107231694209
6,1,1961,13,5,207,14,4,236000,1305,6.8909483,12.371587,61,1371,1.3971272,0,160329,.17394868,.38028276,74.902199,1,0,100,7.1586971,0,0,1995,13,1,0,0,0,10.359684,10.180065,10.17924767321164,10.179248,10.35950162434414,10.35968233420473
3,2,1954,13,5,175,11,4,189000,1305,6.7929158,12.149503,54,1305,1.3971272,0,160329,.17394868,.38028276,74.902199,0,0,100,7.1586971,0,0,1995,20,0,,1,0,10.359881,,,,10.35950162434414,10.35968233420473
3,2,1955,13,5,175,51,4,210000,1305,7.4028325,12.254863,55,1305,1.3971272,0,160329,.17394868,.38028276,74.902199,0,0,100,7.1586971,0,0,1995,19,0,,1,0,10.359876,,,,10.35950162434414,10.35968233420473
6,2,1955,13,5,175,11,4,200000,1305,7.0131159,12.206073,55,1305,1.3971272,0,160329,.17394868,.38028276,74.902199,0,0,100,7.1586971,0,0,1995,19,0,,1,0,10.359751,,,,10.35950162434414,10.35968233420473
17,2,1961,13,5,175,91,4,177300,1305,7.1729436,12.085599,61,1305,1.3971272,0,160329,.17394868,.38028276,74.902199,1,0,100,7.1586971,0,0,1995,13,1,0,0,0,10.359219,10.177905,10.17924767321164,10.179248,10.35950162434414,10.35968233420473
9,1,1967,13,5,284,71,4,930000,1305,7.9258289,13.74294,67,1305,1.3971272,0,160329,.17394868,.38028276,74.902199,0,0,67,7.1586971,0,0,1995,7,0,,0,1967,10.364209,,,,10.36671483096835,10.3669115905974
11,1,1971,13,5,284,71,4,210000,1305,6.976748,12.254863,71,1305,1.3971272,0,160329,.17394868,.38028276,74.902199,0,1,71,7.1586971,0,0,1995,3,0,1,0,1971,10.76077,10.43095,10.43069088753915,10.430691,10.75869407795394,10.75887771775549
12,1,1968,13,5,59,42,4,250000,1305,7.171721,12.429216,68,1472,1.3971272,0,160329,.17394868,.38028276,74.902199,0,1,68,7.1586971,0,0,1995,6,0,1,0,1968,10.643914,10.430902,10.43069088753915,10.430691,10.64149494509178,10.6418510295665
9,1,1972,13,5,612,95,4,150000,1305,6.6608953,11.91839,72,3220,1.3971272,0,160329,.17394868,.38028276,74.902199,0,1,72,7.1586971,0,0,1995,2,0,1,0,1972,10.647176,10.430814,10.43069088753915,10.430691,10.64897013019299,10.6491647466483
12,1,1956,13,5,540,62,4,200000,1305,6.9485774,12.206073,56,3578,1.3971272,0,160329,.17394868,.38028276,74.902199,0,0,100,7.1586971,0,0,1995,18,0,,1,0,10.359471,,,,10.35950162434414,10.35968233420473
9,2,1967,13,5,175,71,4,300000,1305,7.3540425,12.611538,67,1305,1.3971272,0,160329,.17394868,.38028276,74.902199,0,0,67,7.1586971,0,0,1995,7,0,,0,1967,10.364209,,,,10.36671483096835,10.3669115905974
17,1,1954,13,5,207,93,4,500000,1305,8.0471897,13.122363,54,1371,1.3971272,0,160329,.17394868,.38028276,74.902199,0,0,100,7.1586971,0,0,1995,20,0,,1,0,10.3592,,,,10.35950162434414,10.35968233420473
17,2,1969,13,5,142,93,4,150000,1305,7.0663605,11.91839,69,1301,1.3971272,0,160329,.17394868,.38028276,74.902199,0,1,69,7.1586971,0,0,1995,5,0,1,0,1969,10.525268,10.431449,10.43069088753915,10.430691,10.51418886050648,10.51437659248187
15,2,1959,13,5,175,93,4,268000,1305,7.5860872,12.498742,59,1305,1.3971272,0,160329,.17394868,.38028276,74.902199,1,0,100,7.1586971,0,0,1995,15,1,0,0,0,10.359308,10.178307,10.17924767321164,10.179248,10.35950162434414,10.35968233420473
12,1,1961,13,5,182,95,4,175000,1305,6.7944264,12.072541,61,1304,1.3971272,0,160329,.17394868,.38028276,74.902199,1,0,100,7.1586971,0,0,1995,13,1,0,0,0,10.35943,10.178887,10.17924767321164,10.179248,10.35950162434414,10.35968233420473
12,1,1952,13,5,182,91,4,208000,1305,7.0523367,12.245294,52,1304,1.3971272,0,160329,.17394868,.38028276,74.902199,0,0,100,7.1586971,0,0,1995,22,0,,1,0,10.35948,,,,10.35950162434414,10.35968233420473
17,1,1952,13,5,92,93,4,400000,1305,7.8753395,12.89922,52,1771,1.3971272,0,160329,.17394868,.38028276,74.902199,0,0,100,7.1586971,0,0,1995,22,0,,1,0,10.359236,,,,10.35950162434414,10.35968233420473
9,1,1951,13,5,255,22,4,315000,1305,7.5851541,12.660328,51,1405,1.3971272,0,160329,.17394868,.38028276,74.902199,0,0,100,7.1586971,0,0,1995,23,0,,1,0,10.359565,,,,10.35950162434414,10.35968233420473
3,2,1957,13,5,175,51,4,135000,1305,6.4013839,11.81303,57,1305,1.3971272,0,160329,.17394868,.38028276,74.902199,1,0,100,7.1586971,0,0,1995,17,1,0,0,0,10.359896,10.18068,10.17924767321164,10.179248,10.35950162434414,10.35968233420473
9,2,1957,13,5,175,51,4,355000,1305,7.3862457,12.779873,57,1305,1.3971272,0,160329,.17394868,.38028276,74.902199,1,0,100,7.1586971,0,0,1995,17,1,0,0,0,10.359607,10.179495,10.17924767321164,10.179248,10.35950162434414,10.35968233420473
16,1,1969,13,5,109,93,4,100000,1305,7.4875736,11.512925,69,3274,1.3971272,0,160329,.17394868,.38028276,74.902199,0,1,69,7.1586971,0,0,1995,5,0,1,0,1969,10.523636,10.431352,10.43069088753915,10.430691,10.51418886050648,10.51437659248187
1,2,1965,13,5,175,11,4,180000,1305,6.6890659,12.100712,65,1305,1.3971272,0,160329,.17394868,.38028276,74.902199,0,0,65,7.1586971,0,0,1995,9,0,,0,1965,10.42946,,,,10.43857303837728,10.4387554021572
17,1,1952,13,5,284,91,4,947500,1305,8.7117262,13.761582,52,1305,1.3971272,0,160329,.17394868,.38028276,74.902199,0,0,100,7.1586971,0,0,1995,22,0,,1,0,10.359236,,,,10.35950162434414,10.35968233420473
12,1,1960,13,5,55,91,4,228200,1305,7.1674938,12.337977,60,1703,1.3971272,0,160329,.17394868,.38028276,74.902199,1,0,100,7.1586971,0,0,1995,14,1,0,0,0,10.359436,10.17889,10.17924767321164,10.179248,10.35950162434414,10.35968233420473
12,2,1969,13,5,175,95,4,115000,1305,7.2218704,11.652687,69,1305,1.3971272,0,160329,.17394868,.38028276,74.902199,0,1,69,7.1586971,0,0,1995,5,0,1,0,1969,10.517109,10.430964,10.43069088753915,10.430691,10.51418886050648,10.51437659248187
12,1,1966,13,5,108,71,4,300000,1305,7.3540425,12.611538,66,3174,1.3971272,0,160329,.17394868,.38028276,74.902199,0,0,66,7.1586971,0,0,1995,8,0,,0,1966,10.371022,,,,10.36863518789727,10.3688160550715
6,1,1952,13,5,59,71,4,500000,1305,7.5929341,13.122363,52,1472,1.3971272,0,160329,.17394868,.38028276,74.902199,0,0,100,7.1586971,0,0,1995,22,0,,1,0,10.359774,,,,10.35950162434414,10.35968233420473
9,1,1955,13,5,26,62,4,200000,1305,7.2362595,12.206073,55,1271,1.3971272,0,160329,.17394868,.38028276,74.902199,0,0,100,7.1586971,0,0,1995,19,0,,1,0,10.359626,,,,10.35950162434414,10.35968233420473
12,1,1961,13,5,10,21,4,25000,1305,4.8691359,10.126631,61,1373,1.3971272,0,160329,.17394868,.38028276,74.902199,1,0,100,7.1586971,0,0,1995,13,1,0,0,0,10.35943,10.178887,10.17924767321164,10.179248,10.35950162434414,10.35968233420473
12,1,1952,13,5,272,41,4,730000,1305,8.2433043,13.5008,52,1306,1.3971272,0,160329,.17394868,.38028276,74.902199,0,0,100,7.1586971,0,0,1995,22,0,,1,0,10.35948,,,,10.35950162434414,10.35968233420473
12,1,1970,13,5,102,93,4,200000,1305,6.9485774,12.206073,70,3173,1.3971272,0,160329,.17394868,.38028276,74.902199,0,1,70,7.1586971,0,0,1995,4,0,1,0,1970,10.534264,10.431186,10.43069088753915,10.430691,10.53088071003975,10.53107231694209
12,1,1962,13,5,10,91,4,275600,1305,7.4268394,12.526706,62,1373,1.3971272,0,160329,.17394868,.38028276,74.902199,1,0,62,7.1586971,0,0,1995,12,1,0,0,1962,10.402901,10.178885,10.17924767321164,10.179248,10.4008229431814,10.40098676978427
6,2,1953,13,5,175,11,4,125000,1305,6.4785738,11.736069,53,1305,1.3971272,0,160329,.17394868,.38028276,74.902199,0,0,100,7.1586971,0,0,1995,21,0,,1,0,10.359756,,,,10.35950162434414,10.35968233420473
12,1,1951,13,5,38,62,4,250000,1305,6.9998708,12.429216,51,1375,1.3971272,0,160329,.17394868,.38028276,74.902199,0,0,100,7.1586971,0,0,1995,23,0,,1,0,10.359408,,,,10.35950162434414,10.35968233420473
12,1,1968,13,5,142,62,4,300000,1305,7.0821085,12.611538,68,1471,1.3971272,0,160329,.17394868,.38028276,74.902199,0,1,68,7.1586971,0,0,1995,6,0,1,0,1968,10.643914,10.430902,10.43069088753915,10.430691,10.64149494509178,10.6418510295665
4,1,1970,13,5,207,95,4,150000,1305,6.1012793,11.91839,70,1371,1.3971272,0,160329,.17394868,.38028276,74.902199,0,1,70,7.1586971,0,0,1995,4,0,1,0,1970,10.524089,10.430517,10.43069088753915,10.430691,10.53088071003975,10.53107231694209
12,2,1953,13,6,143,95,4,164000,1306,6.4781928,12.007622,53,1306,1.4346907,0,97582,.19034186,.41488111,155.48566,0,0,100,7.7089362,0,0,1995,21,0,,1,0,10.351626,,,,10.35171889084797,10.35189922681185
17,2,1960,13,6,143,91,4,350000,1306,7.665822,12.765689,60,1306,1.4346907,0,97582,.19034186,.41488111,155.48566,1,0,100,7.7089362,0,0,1995,14,1,0,0,0,10.351359,10.171322,10.17248729863895,10.172487,10.35171889084797,10.35189922681185
6,2,1963,13,6,143,91,4,117700,1306,6.4609585,11.675895,63,1306,1.4346907,0,97582,.19034186,.41488111,155.48566,0,0,63,7.7089362,0,0,1995,11,0,,0,1963,10.036125,,,,10.04665199531833,10.04683723826633
12,2,1960,13,6,18,91,4,350000,1306,7.3540425,12.765689,60,1372,1.4346907,0,97582,.19034186,.41488111,155.48566,1,0,100,7.7089362,0,0,1995,14,1,0,0,0,10.351619,10.172176,10.17248729863895,10.172487,10.35171889084797,10.35189922681185
9,2,1950,13,6,18,71,4,240000,1306,7.26443,12.388394,100,1372,1.4346907,0,97582,.19034186,.41488111,155.48566,0,0,100,7.7089362,0,0,1995,24,0,,1,0,10.351819,,,,10.35171889084797,10.35189922681185
12,1,1961,13,6,108,62,4,150000,1306,6.3424416,11.91839,61,3174,1.4346907,0,97582,.19034186,.41488111,155.48566,1,0,100,7.7089362,0,0,1995,13,1,0,0,0,10.351579,10.17214,10.17248729863895,10.172487,10.35171889084797,10.35189922681185
9,1,1968,13,6,207,93,4,250000,1306,6.7524624,12.429216,68,1371,1.4346907,0,97582,.19034186,.41488111,155.48566,0,1,68,7.7089362,0,0,1995,6,0,1,0,1968,10.638272,10.430574,10.43069088753915,10.430691,10.64129396511536,10.6416543908657
12,2,1952,13,6,18,91,4,200000,1306,6.7254338,12.206073,52,1372,1.4346907,0,97582,.19034186,.41488111,155.48566,0,0,100,7.7089362,0,0,1995,22,0,,1,0,10.351654,,,,10.35171889084797,10.35189922681185
12,1,1971,13,6,10,21,4,400000,1306,7.8240461,12.89922,71,1373,1.4346907,0,97582,.19034186,.41488111,155.48566,0,1,71,7.7089362,0,0,1995,3,0,1,0,1971,10.766459,10.431275,10.43069088753915,10.430691,10.76164414756883,10.76182749224891
12,1,1968,13,6,59,62,4,150000,1306,6.5067444,11.91839,68,1472,1.4346907,0,97582,.19034186,.41488111,155.48566,0,1,68,7.7089362,0,0,1995,6,0,1,0,1968,10.644263,10.431101,10.43069088753915,10.430691,10.64129396511536,10.6416543908657
16,1,1966,13,6,272,91,4,500000,1306,7.8648682,13.122363,66,1306,1.4346907,0,97582,.19034186,.41488111,155.48566,0,0,66,7.7089362,0,0,1995,8,0,,0,1966,10.372557,,,,10.36109802201749,10.36127851952459
12,1,1956,13,6,99,91,4,350000,1306,7.1027279,12.765689,56,1171,1.4346907,0,97582,.19034186,.41488111,155.48566,0,0,100,7.7089362,0,0,1995,18,0,,1,0,10.351643,,,,10.35171889084797,10.35189922681185
2,2,1968,13,6,143,33,4,150000,1306,6.2836008,11.91839,68,1306,1.4346907,0,97582,.19034186,.41488111,155.48566,0,1,68,7.7089362,0,0,1995,6,0,1,0,1968,10.624294,10.429348,10.43069088753915,10.430691,10.64129396511536,10.6416543908657
9,1,1970,13,6,38,62,4,150000,1306,7.4875736,11.91839,70,1375,1.4346907,0,97582,.19034186,.41488111,155.48566,0,1,70,7.7089362,0,0,1995,4,0,1,0,1970,10.525845,10.430822,10.43069088753915,10.430691,10.5277057239283,10.52789724991493
12,1,1962,13,6,38,91,4,274000,1306,7.4457097,12.520884,62,1375,1.4346907,0,97582,.19034186,.41488111,155.48566,1,0,62,7.7089362,0,0,1995,12,1,0,0,1962,10.395637,10.172144,10.17248729863895,10.172487,10.39415118654703,10.39431418532508
12,2,1956,13,6,18,91,4,300000,1306,7.5616817,12.611538,56,1372,1.4346907,0,97582,.19034186,.41488111,155.48566,0,0,100,7.7089362,0,0,1995,18,0,,1,0,10.351643,,,,10.35171889084797,10.35189922681185
12,1,1971,13,6,142,62,4,265000,1306,7.4636045,12.487485,71,1471,1.4346907,0,97582,.19034186,.41488111,155.48566,0,1,71,7.7089362,0,0,1995,3,0,1,0,1971,10.766459,10.431275,10.43069088753915,10.430691,10.76164414756883,10.76182749224891
2,2,1972,13,6,143,14,4,40000,1306,4.9908328,10.596635,72,1306,1.4346907,0,97582,.19034186,.41488111,155.48566,0,1,72,7.7089362,0,0,1995,2,0,1,0,1972,10.619023,10.429153,10.43069088753915,10.430691,10.64897013019299,10.6491647466483
17,1,1959,13,6,38,91,4,264000,1306,7.4598241,12.483705,59,1375,1.4346907,0,97582,.19034186,.41488111,155.48566,1,0,100,7.7089362,0,0,1995,15,1,0,0,0,10.351392,10.17136,10.17248729863895,10.172487,10.35171889084797,10.35189922681185
12,2,1958,13,6,183,93,4,277000,1306,7.5901303,12.531773,58,1308,1.4346907,0,97582,.19034186,.41488111,155.48566,1,0,100,7.7089362,0,0,1995,16,1,0,0,0,10.351628,10.172187,10.17248729863895,10.172487,10.35171889084797,10.35189922681185
17,1,1967,13,6,38,13,4,194000,1306,7.1004395,12.175613,67,1375,1.4346907,0,97582,.19034186,.41488111,155.48566,0,0,67,7.7089362,0,0,1995,7,0,,0,1967,10.370498,,,,10.35912603381991,10.35932285107094
12,1,1958,13,6,38,91,4,278000,1306,7.5937338,12.535377,58,1375,1.4346907,0,97582,.19034186,.41488111,155.48566,1,0,100,7.7089362,0,0,1995,16,1,0,0,0,10.351628,10.172187,10.17248729863895,10.172487,10.35171889084797,10.35189922681185
